rev_id	timing	wiki	grouping
302048369	0.5292940139770508	wikidatawiki	single
298029770	0.569298267364502	wikidatawiki	single
302705894	0.5548357963562012	wikidatawiki	single
301394872	0.5292367935180664	wikidatawiki	single
297000993	0.016045808792114258	wikidatawiki	single
292849313	1.0209743976593018	wikidatawiki	single
292116599	0.5851113796234131	wikidatawiki	single
294549526	0.5620489120483398	wikidatawiki	single
295512846	1.0284037590026855	wikidatawiki	single
295606467	0.02648186683654785	wikidatawiki	single
293913515	0.5929245948791504	wikidatawiki	single
299417327	0.6913397312164307	wikidatawiki	single
297057507	0.6049902439117432	wikidatawiki	single
297452376	1.0966238975524902	wikidatawiki	single
302196143	0.5210440158843994	wikidatawiki	single
294162024	1.0183589458465576	wikidatawiki	single
301013646	0.5627784729003906	wikidatawiki	single
295208077	0.01651930809020996	wikidatawiki	single
298122102	0.5839157104492188	wikidatawiki	single
292608627	0.5189924240112305	wikidatawiki	single
300485183	0.5213940143585205	wikidatawiki	single
294988937	0.04600214958190918	wikidatawiki	single
292840733	1.5291821956634521	wikidatawiki	single
294590220	0.03914308547973633	wikidatawiki	single
297063870	0.057721853256225586	wikidatawiki	single
296312933	0.011483430862426758	wikidatawiki	single
302436325	0.5273418426513672	wikidatawiki	single
301011841	0.5203940868377686	wikidatawiki	single
300809252	0.5351519584655762	wikidatawiki	single
298275361	0.519993782043457	wikidatawiki	single
293986660	1.0303146839141846	wikidatawiki	single
302181724	0.6695683002471924	wikidatawiki	single
297984401	0.5187540054321289	wikidatawiki	single
300018440	1.1347429752349854	wikidatawiki	single
294014551	2.609326124191284	wikidatawiki	single
292036123	0.5269365310668945	wikidatawiki	single
301868375	0.03251504898071289	wikidatawiki	single
301654856	5.7961814403533936	wikidatawiki	single
295347466	0.5488829612731934	wikidatawiki	single
298043930	0.531771183013916	wikidatawiki	single
298341217	0.6020820140838623	wikidatawiki	single
296476991	0.01942586898803711	wikidatawiki	single
300938585	0.5916783809661865	wikidatawiki	single
292124911	0.5735993385314941	wikidatawiki	single
296863232	0.036415815353393555	wikidatawiki	single
298429038	0.5359721183776855	wikidatawiki	single
302156831	0.6059937477111816	wikidatawiki	single
301513164	0.5364055633544922	wikidatawiki	single
293751129	0.5644326210021973	wikidatawiki	single
292455965	0.025340557098388672	wikidatawiki	single
302688865	0.051984548568725586	wikidatawiki	single
291845910	0.5443122386932373	wikidatawiki	single
302345553	0.5541641712188721	wikidatawiki	single
299414660	0.5501217842102051	wikidatawiki	single
292009946	0.5521941184997559	wikidatawiki	single
302654413	0.03414034843444824	wikidatawiki	single
299045788	1.062805414199829	wikidatawiki	single
296350113	0.5640857219696045	wikidatawiki	single
291732934	0.5363380908966064	wikidatawiki	single
297978485	0.519606351852417	wikidatawiki	single
295042089	0.021153926849365234	wikidatawiki	single
297221412	1.062814474105835	wikidatawiki	single
297862782	0.520681619644165	wikidatawiki	single
293025061	0.5285305976867676	wikidatawiki	single
296758170	0.0518949031829834	wikidatawiki	single
300141108	0.5225536823272705	wikidatawiki	single
294529484	0.5542113780975342	wikidatawiki	single
302232127	0.5403473377227783	wikidatawiki	single
299733006	0.5498819351196289	wikidatawiki	single
302486179	0.01617908477783203	wikidatawiki	single
299253861	0.5734813213348389	wikidatawiki	single
292176683	0.6690220832824707	wikidatawiki	single
293229982	0.5206427574157715	wikidatawiki	single
298424584	0.5377078056335449	wikidatawiki	single
299208365	0.5984370708465576	wikidatawiki	single
301753815	0.5759725570678711	wikidatawiki	single
302637672	0.025460481643676758	wikidatawiki	single
299494034	0.5544376373291016	wikidatawiki	single
294686037	0.056448936462402344	wikidatawiki	single
301774704	0.5196774005889893	wikidatawiki	single
296567959	0.5370831489562988	wikidatawiki	single
294318754	0.5288705825805664	wikidatawiki	single
299608298	0.5886707305908203	wikidatawiki	single
302507537	3.059986114501953	wikidatawiki	single
295944053	0.02015209197998047	wikidatawiki	single
296877883	0.012514829635620117	wikidatawiki	single
302318824	0.5787239074707031	wikidatawiki	single
300501521	0.6124963760375977	wikidatawiki	single
297155513	0.52740478515625	wikidatawiki	single
301497729	0.5268185138702393	wikidatawiki	single
297056721	0.012378692626953125	wikidatawiki	single
298992713	0.5901157855987549	wikidatawiki	single
298293285	0.5827643871307373	wikidatawiki	single
292136157	0.5320823192596436	wikidatawiki	single
295613304	0.5748412609100342	wikidatawiki	single
298329616	0.5175912380218506	wikidatawiki	single
297773155	0.5386734008789062	wikidatawiki	single
294952341	0.048521995544433594	wikidatawiki	single
299198004	0.5207557678222656	wikidatawiki	single
292364702	0.5334258079528809	wikidatawiki	single
301694218	0.5215620994567871	wikidatawiki	single
293234330	0.5650732517242432	wikidatawiki	single
300823843	0.5757930278778076	wikidatawiki	single
298818708	0.5345077514648438	wikidatawiki	single
296196795	0.008370637893676758	wikidatawiki	single
297637765	0.5513930320739746	wikidatawiki	single
293706549	0.5456111431121826	wikidatawiki	single
295152168	0.6391327381134033	wikidatawiki	single
292900239	0.542961835861206	wikidatawiki	single
295396285	0.06953310966491699	wikidatawiki	single
298040344	0.5587732791900635	wikidatawiki	single
301485854	0.5828921794891357	wikidatawiki	single
296857681	0.015216827392578125	wikidatawiki	single
302587934	0.012856721878051758	wikidatawiki	single
296024434	0.020933866500854492	wikidatawiki	single
300343026	0.5441880226135254	wikidatawiki	single
295029328	0.02316594123840332	wikidatawiki	single
292564527	0.5238304138183594	wikidatawiki	single
302633804	0.01184391975402832	wikidatawiki	single
295743198	0.024359941482543945	wikidatawiki	single
302068654	0.5178227424621582	wikidatawiki	single
295515040	0.010880708694458008	wikidatawiki	single
294853673	0.02255702018737793	wikidatawiki	single
301711214	0.5331170558929443	wikidatawiki	single
293516734	0.5209479331970215	wikidatawiki	single
300807270	0.5190262794494629	wikidatawiki	single
298137519	0.5193679332733154	wikidatawiki	single
299333974	0.5167062282562256	wikidatawiki	single
297610313	0.5488405227661133	wikidatawiki	single
296385200	0.014135122299194336	wikidatawiki	single
300231433	3.5243663787841797	wikidatawiki	single
299423810	0.5665462017059326	wikidatawiki	single
302479834	0.012706756591796875	wikidatawiki	single
293625072	0.553736686706543	wikidatawiki	single
301647767	0.754364013671875	wikidatawiki	single
296929583	0.05891609191894531	wikidatawiki	single
296860978	0.009372472763061523	wikidatawiki	single
296517948	0.021061182022094727	wikidatawiki	single
294689639	0.012711524963378906	wikidatawiki	single
299002476	0.5271744728088379	wikidatawiki	single
296104960	0.019796371459960938	wikidatawiki	single
301709323	0.555635929107666	wikidatawiki	single
299325535	0.5238761901855469	wikidatawiki	single
295120845	0.023112058639526367	wikidatawiki	single
297465419	0.526425838470459	wikidatawiki	single
295298207	0.5743222236633301	wikidatawiki	single
292381770	0.6032123565673828	wikidatawiki	single
293113868	0.03273272514343262	wikidatawiki	single
294313176	0.5623936653137207	wikidatawiki	single
301903783	0.5290658473968506	wikidatawiki	single
302630928	0.04726910591125488	wikidatawiki	single
302517003	0.03921818733215332	wikidatawiki	single
296125695	0.037093400955200195	wikidatawiki	single
301734391	0.5411865711212158	wikidatawiki	single
292952797	0.5400824546813965	wikidatawiki	single
301368103	1.09147047996521	wikidatawiki	single
302438485	0.5308578014373779	wikidatawiki	single
300365224	0.5191071033477783	wikidatawiki	single
301916560	0.5166876316070557	wikidatawiki	single
297337769	0.5370833873748779	wikidatawiki	single
301944711	0.5188992023468018	wikidatawiki	single
302710222	0.023131370544433594	wikidatawiki	single
293866028	1.0206873416900635	wikidatawiki	single
296741895	0.010800361633300781	wikidatawiki	single
293159365	0.5460391044616699	wikidatawiki	single
300061800	0.5628037452697754	wikidatawiki	single
302147971	0.527923583984375	wikidatawiki	single
301042281	0.5216677188873291	wikidatawiki	single
293482120	0.5197527408599854	wikidatawiki	single
298963546	0.5719122886657715	wikidatawiki	single
300117993	0.5710160732269287	wikidatawiki	single
302572761	0.06807780265808105	wikidatawiki	single
296748328	0.023515701293945312	wikidatawiki	single
296776830	0.5216248035430908	wikidatawiki	single
295237733	0.027062654495239258	wikidatawiki	single
291451203	0.5233712196350098	wikidatawiki	single
301830205	0.5645110607147217	wikidatawiki	single
302775122	0.04843282699584961	wikidatawiki	single
292922252	0.023026704788208008	wikidatawiki	single
293717075	7.631420373916626	wikidatawiki	single
298756593	7.572625398635864	wikidatawiki	single
299816238	0.5991802215576172	wikidatawiki	single
301358419	3.113964080810547	wikidatawiki	single
295300590	0.06191420555114746	wikidatawiki	single
297787740	0.5189707279205322	wikidatawiki	single
296953061	0.5167593955993652	wikidatawiki	single
297601500	0.5365700721740723	wikidatawiki	single
297871976	2.043653964996338	wikidatawiki	single
291865645	0.5208950042724609	wikidatawiki	single
296032253	0.015394926071166992	wikidatawiki	single
299118044	0.544104814529419	wikidatawiki	single
292714585	0.5597412586212158	wikidatawiki	single
302331001	0.5305678844451904	wikidatawiki	single
297672224	0.5412051677703857	wikidatawiki	single
299634208	0.5744173526763916	wikidatawiki	single
295262749	0.013157129287719727	wikidatawiki	single
300981097	0.5621988773345947	wikidatawiki	single
298569443	0.5179951190948486	wikidatawiki	single
298337870	0.5240838527679443	wikidatawiki	single
294794209	0.014902114868164062	wikidatawiki	single
298554374	0.5238676071166992	wikidatawiki	single
298121074	0.5168054103851318	wikidatawiki	single
292202798	0.5278711318969727	wikidatawiki	single
292518409	0.612262487411499	wikidatawiki	single
291814096	0.5165517330169678	wikidatawiki	single
298362383	0.5192701816558838	wikidatawiki	single
293470821	0.5584690570831299	wikidatawiki	single
302872475	0.012522459030151367	wikidatawiki	single
296777157	0.013981103897094727	wikidatawiki	single
300149074	0.5432584285736084	wikidatawiki	single
294760350	0.010731220245361328	wikidatawiki	single
294327382	0.058873891830444336	wikidatawiki	single
298790201	0.5996131896972656	wikidatawiki	single
300905589	0.5497500896453857	wikidatawiki	single
302047379	0.5372953414916992	wikidatawiki	single
294334551	0.026889324188232422	wikidatawiki	single
295109955	0.024199485778808594	wikidatawiki	single
292696460	0.5517899990081787	wikidatawiki	single
299344649	0.5666677951812744	wikidatawiki	single
300325747	0.5203855037689209	wikidatawiki	single
295049082	0.5362076759338379	wikidatawiki	single
295481298	0.5592963695526123	wikidatawiki	single
300763962	0.5438907146453857	wikidatawiki	single
292924702	0.5158066749572754	wikidatawiki	single
293880384	0.5178265571594238	wikidatawiki	single
302423916	0.5919399261474609	wikidatawiki	single
302382069	0.534961462020874	wikidatawiki	single
295766746	0.52345871925354	wikidatawiki	single
294016524	0.5179479122161865	wikidatawiki	single
295009729	0.5186312198638916	wikidatawiki	single
292030899	0.545417308807373	wikidatawiki	single
292628045	0.5207219123840332	wikidatawiki	single
292151974	0.5341041088104248	wikidatawiki	single
297265588	0.5403904914855957	wikidatawiki	single
293422002	0.5226118564605713	wikidatawiki	single
302921478	0.008393526077270508	wikidatawiki	single
291994224	0.5731909275054932	wikidatawiki	single
298702718	0.5252532958984375	wikidatawiki	single
296938846	0.013164997100830078	wikidatawiki	single
294105897	0.5437278747558594	wikidatawiki	single
299529189	0.5175433158874512	wikidatawiki	single
300374773	0.5343453884124756	wikidatawiki	single
301283850	0.5296871662139893	wikidatawiki	single
291492414	0.5185534954071045	wikidatawiki	single
296263768	0.02265167236328125	wikidatawiki	single
299956951	0.517108678817749	wikidatawiki	single
293963363	0.010395526885986328	wikidatawiki	single
293180021	0.5679504871368408	wikidatawiki	single
291588289	0.5489246845245361	wikidatawiki	single
292227825	0.5278098583221436	wikidatawiki	single
295015478	0.5508263111114502	wikidatawiki	single
297453141	0.5209527015686035	wikidatawiki	single
295230101	0.5376436710357666	wikidatawiki	single
296863639	0.03734564781188965	wikidatawiki	single
302933533	0.024840116500854492	wikidatawiki	single
298723782	0.5640060901641846	wikidatawiki	single
299854015	0.5357813835144043	wikidatawiki	single
296705358	0.02929091453552246	wikidatawiki	single
302705656	0.034399986267089844	wikidatawiki	single
297207665	0.5490329265594482	wikidatawiki	single
297615093	1.0233066082000732	wikidatawiki	single
296935788	0.024266719818115234	wikidatawiki	single
302676189	0.042850494384765625	wikidatawiki	single
296172426	0.5499050617218018	wikidatawiki	single
299375304	0.7329816818237305	wikidatawiki	single
299254299	1.0626435279846191	wikidatawiki	single
297250086	0.596137523651123	wikidatawiki	single
299960563	0.5250453948974609	wikidatawiki	single
298182374	0.5412490367889404	wikidatawiki	single
302664820	0.02164006233215332	wikidatawiki	single
291919421	0.5217218399047852	wikidatawiki	single
294725074	0.5732936859130859	wikidatawiki	single
292108102	0.5744011402130127	wikidatawiki	single
302567293	0.039237260818481445	wikidatawiki	single
300945523	0.5277087688446045	wikidatawiki	single
302192553	0.6240634918212891	wikidatawiki	single
294027731	0.5184764862060547	wikidatawiki	single
302317605	4.051521301269531	wikidatawiki	single
299039258	1.0936906337738037	wikidatawiki	single
302615990	0.061250925064086914	wikidatawiki	single
294145575	0.5289077758789062	wikidatawiki	single
298361617	0.5359609127044678	wikidatawiki	single
297722590	0.5298371315002441	wikidatawiki	single
295136353	0.517627477645874	wikidatawiki	single
294462910	0.5246455669403076	wikidatawiki	single
293584821	0.5779309272766113	wikidatawiki	single
297458189	0.6016967296600342	wikidatawiki	single
295284296	0.03240799903869629	wikidatawiki	single
301117062	0.5660879611968994	wikidatawiki	single
295768122	0.5267558097839355	wikidatawiki	single
293532957	0.02370476722717285	wikidatawiki	single
294342383	0.5533318519592285	wikidatawiki	single
295295933	0.044677734375	wikidatawiki	single
299505288	0.519749641418457	wikidatawiki	single
292984468	0.5751194953918457	wikidatawiki	single
291923127	3.1211163997650146	wikidatawiki	single
299242280	0.523831844329834	wikidatawiki	single
299082236	0.5756254196166992	wikidatawiki	single
295200797	0.518909215927124	wikidatawiki	single
298374429	0.5695829391479492	wikidatawiki	single
294985435	0.026473045349121094	wikidatawiki	single
292355819	1.1022226810455322	wikidatawiki	single
301456447	9.057844877243042	wikidatawiki	single
291408663	0.5787289142608643	wikidatawiki	single
293946492	0.030475854873657227	wikidatawiki	single
296958158	0.012073755264282227	wikidatawiki	single
299236183	0.5807175636291504	wikidatawiki	single
299305950	0.6858923435211182	wikidatawiki	single
296037304	0.036748409271240234	wikidatawiki	single
300857931	3.1530885696411133	wikidatawiki	single
293743978	0.5228650569915771	wikidatawiki	single
302193182	0.5251708030700684	wikidatawiki	single
298881757	0.5658056735992432	wikidatawiki	single
298628734	0.5407121181488037	wikidatawiki	single
292345957	0.5451457500457764	wikidatawiki	single
301694987	0.5160870552062988	wikidatawiki	single
294813908	0.5185749530792236	wikidatawiki	single
300039607	0.5617208480834961	wikidatawiki	single
292692859	0.5191149711608887	wikidatawiki	single
294176603	0.6224956512451172	wikidatawiki	single
302841633	0.02025580406188965	wikidatawiki	single
298390358	0.5195319652557373	wikidatawiki	single
293344491	1.0207414627075195	wikidatawiki	single
297508290	0.7787425518035889	wikidatawiki	single
295746432	0.5275464057922363	wikidatawiki	single
302223582	0.5508360862731934	wikidatawiki	single
301871262	0.5659492015838623	wikidatawiki	single
299734152	0.518885612487793	wikidatawiki	single
291753647	0.7383546829223633	wikidatawiki	single
295029194	0.01570749282836914	wikidatawiki	single
292131617	0.5678524971008301	wikidatawiki	single
302643215	0.03470492362976074	wikidatawiki	single
301723695	0.5178329944610596	wikidatawiki	single
300480948	0.5989716053009033	wikidatawiki	single
297588294	0.5481958389282227	wikidatawiki	single
292973632	0.035086631774902344	wikidatawiki	single
294375430	1.6346626281738281	wikidatawiki	single
294479279	0.02026820182800293	wikidatawiki	single
301873617	0.5845761299133301	wikidatawiki	single
295307523	0.0076062679290771484	wikidatawiki	single
299489243	0.5468235015869141	wikidatawiki	single
292403284	0.5289547443389893	wikidatawiki	single
297940550	0.5184903144836426	wikidatawiki	single
293531587	1.522451639175415	wikidatawiki	single
297705636	0.5195579528808594	wikidatawiki	single
296779275	0.03195834159851074	wikidatawiki	single
293598131	0.5281031131744385	wikidatawiki	single
294576126	0.012436389923095703	wikidatawiki	single
291869484	0.519913911819458	wikidatawiki	single
294824241	0.5165209770202637	wikidatawiki	single
295763282	0.01924443244934082	wikidatawiki	single
294306728	0.5385122299194336	wikidatawiki	single
296452188	0.009318828582763672	wikidatawiki	single
299430850	0.6127912998199463	wikidatawiki	single
295985841	0.048039913177490234	wikidatawiki	single
292002803	0.5181176662445068	wikidatawiki	single
292282390	0.549846887588501	wikidatawiki	single
300910936	1.0508534908294678	wikidatawiki	single
298731631	0.5862157344818115	wikidatawiki	single
295511002	0.5702571868896484	wikidatawiki	single
293442834	0.05470132827758789	wikidatawiki	single
302152615	0.9235973358154297	wikidatawiki	single
298706369	0.5970923900604248	wikidatawiki	single
299163130	0.5867583751678467	wikidatawiki	single
302892633	0.024469852447509766	wikidatawiki	single
302832908	0.04463934898376465	wikidatawiki	single
299256640	0.5435473918914795	wikidatawiki	single
295494459	0.5394089221954346	wikidatawiki	single
295402043	0.5536820888519287	wikidatawiki	single
300478217	0.5983891487121582	wikidatawiki	single
297475352	0.5279991626739502	wikidatawiki	single
294938957	0.03399014472961426	wikidatawiki	single
298813855	0.5181939601898193	wikidatawiki	single
297750068	0.5255992412567139	wikidatawiki	single
300562663	0.5236279964447021	wikidatawiki	single
295469281	5.164194107055664	wikidatawiki	single
302642020	0.011767387390136719	wikidatawiki	single
297287077	0.5314929485321045	wikidatawiki	single
300047927	0.542426586151123	wikidatawiki	single
291877180	5.113954544067383	wikidatawiki	single
302416768	0.5572960376739502	wikidatawiki	single
291453776	0.670311689376831	wikidatawiki	single
294098358	0.518486738204956	wikidatawiki	single
294926484	0.5203850269317627	wikidatawiki	single
291389517	0.6006667613983154	wikidatawiki	single
301025001	6.062909364700317	wikidatawiki	single
291380330	0.5611512660980225	wikidatawiki	single
294483619	0.03133368492126465	wikidatawiki	single
301877952	0.5723297595977783	wikidatawiki	single
291740763	2.010830879211426	wikidatawiki	single
298979270	2.6279137134552	wikidatawiki	single
292482748	0.5571422576904297	wikidatawiki	single
297665519	0.5540211200714111	wikidatawiki	single
295300967	1.8353192806243896	wikidatawiki	single
296951056	1.564655065536499	wikidatawiki	single
291441263	1.549830675125122	wikidatawiki	single
292095751	0.5627484321594238	wikidatawiki	single
298477683	10.413368940353394	wikidatawiki	single
294938558	1.4073891639709473	wikidatawiki	single
294773907	0.6050100326538086	wikidatawiki	single
299829471	0.6114399433135986	wikidatawiki	single
294274701	1.5101609230041504	wikidatawiki	single
298913646	0.5797104835510254	wikidatawiki	single
300534228	0.9217302799224854	wikidatawiki	single
292107133	0.7615189552307129	wikidatawiki	single
300075273	0.6612644195556641	wikidatawiki	single
298246627	0.7608191967010498	wikidatawiki	single
301732881	0.5640172958374023	wikidatawiki	single
291399967	6.711767911911011	wikidatawiki	single
301853792	0.5742948055267334	wikidatawiki	single
300251991	0.5458571910858154	wikidatawiki	single
299876063	0.5614099502563477	wikidatawiki	single
292612304	0.5843493938446045	wikidatawiki	single
292942635	0.017545461654663086	wikidatawiki	single
293491413	4.546664714813232	wikidatawiki	single
291672809	0.5245704650878906	wikidatawiki	single
296127575	0.10528945922851562	wikidatawiki	single
292334848	0.5229861736297607	wikidatawiki	single
295892022	0.5218660831451416	wikidatawiki	single
295400122	0.023233890533447266	wikidatawiki	single
295267480	0.027782440185546875	wikidatawiki	single
297647805	0.5578169822692871	wikidatawiki	single
302162712	0.5314714908599854	wikidatawiki	single
302892220	0.025121212005615234	wikidatawiki	single
293849523	0.5371050834655762	wikidatawiki	single
296203415	0.5684056282043457	wikidatawiki	single
299800326	0.5172135829925537	wikidatawiki	single
298354403	6.550433158874512	wikidatawiki	single
302067276	0.5170342922210693	wikidatawiki	single
301145021	0.5450856685638428	wikidatawiki	single
298274818	0.5356273651123047	wikidatawiki	single
302721348	0.03158903121948242	wikidatawiki	single
301837185	0.5200231075286865	wikidatawiki	single
292941137	0.5571699142456055	wikidatawiki	single
300746439	0.5213508605957031	wikidatawiki	single
295057658	0.01215052604675293	wikidatawiki	single
295969507	0.5529270172119141	wikidatawiki	single
295115627	0.5242176055908203	wikidatawiki	single
301877544	0.516686201095581	wikidatawiki	single
293223428	0.691148042678833	wikidatawiki	single
293556788	0.012690544128417969	wikidatawiki	single
299355206	0.5543665885925293	wikidatawiki	single
293279379	0.6106030941009521	wikidatawiki	single
292580033	0.5187168121337891	wikidatawiki	single
300888815	1.2349860668182373	wikidatawiki	single
302777946	0.015549421310424805	wikidatawiki	single
296467847	0.05580782890319824	wikidatawiki	single
295585729	0.025929689407348633	wikidatawiki	single
291972901	1.1025843620300293	wikidatawiki	single
293397168	0.02286386489868164	wikidatawiki	single
299216038	3.145350217819214	wikidatawiki	single
295134728	0.015356302261352539	wikidatawiki	single
302423779	0.9454798698425293	wikidatawiki	single
299357697	0.7436532974243164	wikidatawiki	single
300699035	0.5991990566253662	wikidatawiki	single
295820560	0.012788772583007812	wikidatawiki	single
291399913	0.6721196174621582	wikidatawiki	single
298140863	0.6378545761108398	wikidatawiki	single
298727870	0.5155017375946045	wikidatawiki	single
291883459	0.6424570083618164	wikidatawiki	single
300257662	0.566321849822998	wikidatawiki	single
302271876	0.5195271968841553	wikidatawiki	single
302703430	0.012869596481323242	wikidatawiki	single
297539688	0.7273862361907959	wikidatawiki	single
298643802	0.7292392253875732	wikidatawiki	single
300146171	0.5216188430786133	wikidatawiki	single
293404014	0.5160188674926758	wikidatawiki	single
298983812	0.5163009166717529	wikidatawiki	single
